0001;1;0;Jaybee
0002;4;0;Jaybee
0003;0;0;Jaybee
0004;6;0;Jaybee
0005;4;0;Jaybee
0006;2;0;Jaybee
0007;11;0;Jaybee
0008;24;0;Jaybee
0009;10;0;Jaybee
0010;10;0;Jaybee
0011;10;0;Jaybee
0012;26;0;Jaybee
0013;30;0;Jaybee
0014;0;0;Jaybee
0015;3;0;Jaybee
0016;17;0;Jaybee
0018;7;0;Jaybee
0019;10;0;Jaybee
0020;7;0;Jaybee
0022;3;0;Jaybee
0023;1;0;Jaybee
0024;2;0;Jaybee
0025;9;0;Jaybee
0026;9;0;Jaybee
0027;5;0;Jaybee
0028;4;0;Jaybee
0029;19;0;Jaybee
0030;10;0;Jaybee
0031;2;0;Jaybee
0032;2;0;Jaybee
0033;4;0;Jaybee
0034;0;0;Jaybee
0036;5;0;Jaybee
0037;6;0;Jaybee
0038;24;0;Jaybee
0039;5;0;Jaybee
0040;1;0;Jaybee
0041;6;0;Jaybee
0042;1;0;Jaybee
0043;8;0;Jaybee
0044;3;0;Jaybee
0045;6;0;Jaybee
0047;1;0;Jaybee
0048;1;0;Jaybee
0049;4;0;Jaybee
0050;4;0;Jaybee
0051;2;0;Jaybee
0052;3;0;Jaybee
0053;14;0;Jaybee
0054;5;0;Jaybee
0055;10;0;Jaybee
0056;19;0;Jaybee
0057;24;0;Jaybee
0058;6;0;Jaybee
0059;9;0;Jaybee
0060;4;0;Jaybee
0061;16;0;Jaybee
0064;4;0;Jaybee
0065;5;0;Jaybee
0066;1;0;Jaybee
0067;9;0;Jaybee
0068;1;0;Jaybee
0069;1;0;Jaybee
0070;1;0;Jaybee
0071;2;0;Jaybee
0072;1;0;Jaybee
0073;3;0;Jaybee
0074;5;0;Jaybee
0075;6;0;Jaybee
0076;1;0;Jaybee
0077;1;0;Jaybee
0078;0;0;Jaybee
0079;8;0;Jaybee
0080;1;0;Jaybee
0081;10;0;Jaybee
0082;13;0;Jaybee
0083;3;0;Jaybee
0084;10;0;Jaybee
0085;1;0;Jaybee
0086;7;0;Jaybee
0087;9;0;Jaybee
0088;9;0;Jaybee
0089;8;0;Jaybee
0090;9;0;Jaybee
0091;9;0;Jaybee
0092;5;0;Jaybee
0093;11;0;Jaybee
0094;2;0;Jaybee
0095;1;0;Jaybee
0096;1;0;Jaybee
0097;1;0;Jaybee
0098;1;0;Jaybee
0099;1;0;Jaybee
0100;1;0;Jaybee
0101;3;0;Jaybee
0102;6;0;Jaybee
0103;1;0;Jaybee
0105;6;0;Jaybee
0106;7;0;Jaybee
0107;1;0;Jaybee
0108;3;0;Jaybee
0109;1;0;Jaybee
0110;1;0;Jaybee
0112;3;0;Jaybee
0114;1;0;Jaybee
0115;6;0;Jaybee
0116;4;0;Jaybee
0117;14;0;Jaybee
0118;0;0;Jaybee
0119;2;0;Jaybee
0120;1;0;Jaybee
0121;2;0;Jaybee
0122;3;0;Jaybee
0126;6;0;Jaybee
0129;2;0;Jaybee
0130;0;0;Jaybee
0131;1;0;Jaybee
0132;1;0;Jaybee
0133;2;0;Jaybee
0134;0;0;Jaybee
0135;3;0;Jaybee
0136;1;0;Jaybee
0137;2;0;Jaybee
0138;0;0;Jaybee
0139;0;0;Jaybee
0140;0;0;Jaybee
0141;1;0;Jaybee
0142;0;0;Jaybee
0143;6;0;Jaybee
0144;9;0;Jaybee
0145;6;0;Jaybee
0146;11;0;Jaybee
0154;6;0;Jaybee
0155;1;0;Jaybee
0156;0;0;Jaybee
0159;0;0;Jaybee
0160;6;0;Jaybee
0161;3;0;Jaybee
0162;2;0;Jaybee
0163;10;0;Jaybee
0164;6;0;Jaybee
0165;2;0;Jaybee
0166;4;0;Jaybee
0167;1;0;Jaybee
0168;15;0;Jaybee
0169;1;0;Jaybee
0171;3;0;Jaybee
0172;3;0;Jaybee
0173;4;0;Jaybee
0174;0;0;Jaybee
0175;0;0;Jaybee
0176;1;0;Jaybee
0177;0;0;Jaybee
0178;4;0;Jaybee
0179;0;0;Jaybee
0180;1;0;Jaybee
0181;0;0;Jaybee
0182;22;0;Jaybee
0183;1;0;Jaybee
0184;1;0;Jaybee
0186;3;0;Jaybee
0187;0;0;Jaybee
0188;1;0;Jaybee
0189;9;0;Jaybee
0190;0;0;Jaybee
0191;1;0;Jaybee
0192;0;0;Jaybee
0193;0;0;Jaybee
0194;0;0;Jaybee
0195;4;0;Jaybee
0196;4;0;Jaybee
0197;0;0;Jaybee
0198;0;0;Jaybee
0199;0;0;Jaybee
0200;0;0;Jaybee
0201;0;0;Jaybee
0202;3;0;Jaybee
0203;1;0;Jaybee
0204;0;0;Jaybee
0205;0;0;Jaybee
0206;0;0;Jaybee
0207;0;0;Jaybee
0208;2;0;Jaybee
0209;0;0;Jaybee
0210;0;0;Jaybee
0211;0;0;Jaybee
0212;0;0;Jaybee
0213;0;0;Jaybee
0214;0;0;Jaybee
0215;9;0;Jaybee
0216;4;0;Jaybee
0217;1;0;Jaybee
0218;4;0;Jaybee
0219;1;0;Jaybee
0220;7;0;Jaybee
0221;4;0;Jaybee
0222;4;0;Jaybee
0223;2;0;Jaybee
0224;6;0;Jaybee
0225;2;0;Jaybee
0226;4;0;Jaybee
0227;4;0;Jaybee
0228;0;0;Jaybee
0229;28;0;Jaybee
0230;17;0;Jaybee
0231;4;0;Jaybee
0232;4;0;Jaybee
0233;4;0;Jaybee
0234;0;0;Jaybee
0235;4;0;Jaybee
0236;0;0;Jaybee
0237;1;0;Jaybee
0238;0;0;Jaybee
0239;0;0;Jaybee
0240;4;0;Jaybee
0241;1;0;Jaybee
0242;1;0;Jaybee
0243;1;0;Jaybee
0244;4;0;Jaybee
0245;1;0;Jaybee
0246;2;0;Jaybee
0247;1;0;Jaybee
0248;2;0;Jaybee
0249;2;0;Jaybee
0250;1;0;Jaybee
0251;1;0;Jaybee
0252;0;0;Jaybee
0253;3;0;Jaybee
0254;3;0;Jaybee
0255;0;0;Jaybee
0256;2;0;Jaybee
0257;2;0;Jaybee
0258;2;0;Jaybee
0259;0;0;Jaybee
0260;1;0;Jaybee
0261;1;0;Jaybee
0262;0;0;Jaybee
0263;2;0;Jaybee
0264;0;0;Jaybee
0265;2;0;Jaybee
0266;4;0;Jaybee
0267;4;0;Jaybee
0268;4;0;Jaybee
0269;11;0;Jaybee
0270;4;0;Jaybee
0271;6;0;Jaybee
0272;1;0;Jaybee
0273;0;0;Jaybee
0274;0;0;Jaybee
0275;0;0;Jaybee
0276;0;0;Jaybee
0277;0;0;Jaybee
0278;0;0;Jaybee
0279;0;0;Jaybee
0280;0;0;Jaybee
0281;0;0;Jaybee
0282;0;0;Jaybee
0283;0;0;Jaybee
0284;0;0;Jaybee
0285;0;0;Jaybee
0286;0;0;Jaybee
0287;0;0;Jaybee
0288;0;0;Jaybee
0289;0;0;Jaybee
0290;0;0;Jaybee
0291;0;0;Jaybee
0292;0;0;Jaybee
177;19;0;Sr. Constante
408;4;0;Sr. Constante
449;0;0;Sr. Constante
499;4;0;Sr. Constante
564;5;0;Sr. Constante
579;3;0;Sr. Constante
606;1;0;Sr. Constante
609;1;0;Sr. Constante
640;4;0;Sr. Constante
641;8;0;Sr. Constante
657;1;0;Sr. Constante
658;1;0;Sr. Constante
667;1;0;Sr. Constante
668;1;0;Sr. Constante
671;0;0;Sr. Constante
672;4;0;Sr. Constante
águia;2;0;Sr. Constante
coração mini;5;0;Sr. Constante
passarinho;2;0;Sr. Constante
Navette c/ 10 brilhantes;0;0;Sr. Santos
Navette c/ 14 brilhantes;3;0;Sr. Santos
Navette c/ 17 brilhantes;2;0;Sr. Santos
Flor 7 + 1 brilhantes;4;0;Sr. Santos
Anel navette c/ 10 brilhantes;2;0;Sr. Santos
Anel flor c/ 9 brilhantes;4;0;Sr. Santos
5 brilhantes + seta;1;0;Sr. Santos
Peça brinco c/ 6 brilhantes;2;0;Sr. Santos
Peça toucado;2;0;Sr. Santos
Barra com recortes;2;0;Sr. Santos
Navette afiada c/ base lisa;1;0;Sr. Santos
Navette afiada c/ base côncava;1;0;Sr. Santos
Anel mesa Oval;3;0;Outros
